,x,y,length,width,area
0,794,94,2,1,2
1,788,96,3,4,8
2,794,99,2,2,2
3,774,138,66,54,2316
4,843,160,3,1,3
5,968,245,45,17,522
6,1072,252,1,2,2
7,1004,260,1,1,1
8,1664,817,1,1,1
9,1083,845,15,15,106
10,1103,846,17,16,134
11,1083,849,1,1,1
12,1119,853,1,1,1
13,1123,855,1,1,1
14,1115,856,6,4,15
15,1128,856,1,1,1
16,1086,862,4,2,8
17,1002,884,7,4,20
18,1000,939,31,13,139
19,988,948,15,7,62
20,1006,950,4,2,5
21,877,960,1,3,3
22,654,962,2,1,2
23,759,971,1,1,1
24,523,1005,1,1,1
