"SITE","MACHINE_CODE","MACHINE_NAME","REGISTER_ID","REGISTER_DATE","UPDATE_ID","UPDATE_DATE"
SHDI,1,SPT,SYSTEM,2019-12-02 16:00:00,SYSTEM,2019-12-02 16:00:00
